instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_users,hour_interval
6946,2011-10-22,winter,2011,October,0,no,saturday,no,1,0.4,0.4091,0.62,0.194,16,80,96,0 - 1
6947,2011-10-22,winter,2011,October,1,no,saturday,no,1,0.4,0.4091,0.62,0.194,20,50,70,1 - 2
6948,2011-10-22,winter,2011,October,2,no,saturday,no,1,0.4,0.4091,0.62,0.2537,6,25,31,2 - 3
6949,2011-10-22,winter,2011,October,3,no,saturday,no,1,0.4,0.4091,0.62,0.1343,1,19,20,3 - 4
6950,2011-10-22,winter,2011,October,4,no,saturday,no,1,0.38,0.3939,0.66,0.0896,4,4,8,4 - 5
6951,2011-10-22,winter,2011,October,5,no,saturday,no,1,0.38,0.3939,0.66,0.0,1,7,8,5 - 6
6952,2011-10-22,winter,2011,October,6,no,saturday,no,1,0.36,0.3788,0.71,0.0,1,17,18,6 - 7
6953,2011-10-22,winter,2011,October,7,no,saturday,no,1,0.36,0.3636,0.76,0.1045,8,49,57,7 - 8
6954,2011-10-22,winter,2011,October,8,no,saturday,no,1,0.4,0.4091,0.71,0.0,26,88,114,8 - 9
6955,2011-10-22,winter,2011,October,9,no,saturday,no,1,0.42,0.4242,0.67,0.0896,47,122,169,9 - 10
6956,2011-10-22,winter,2011,October,10,no,saturday,no,2,0.44,0.4394,0.62,0.1045,87,149,236,10 - 11
6957,2011-10-22,winter,2011,October,11,no,saturday,no,2,0.44,0.4394,0.62,0.1045,110,172,282,11 - 12
6958,2011-10-22,winter,2011,October,12,no,saturday,no,1,0.46,0.4545,0.55,0.0896,132,211,343,12 - 13
6959,2011-10-22,winter,2011,October,13,no,saturday,no,1,0.5,0.4848,0.45,0.0,136,186,322,13 - 14
6960,2011-10-22,winter,2011,October,14,no,saturday,no,2,0.48,0.4697,0.48,0.2239,133,177,310,14 - 15
6961,2011-10-22,winter,2011,October,15,no,saturday,no,1,0.48,0.4697,0.51,0.2239,159,223,382,15 - 16
6962,2011-10-22,winter,2011,October,16,no,saturday,no,1,0.5,0.4848,0.45,0.194,169,190,359,16 - 17
6963,2011-10-22,winter,2011,October,17,no,saturday,no,1,0.46,0.4545,0.55,0.1343,143,217,360,17 - 18
6964,2011-10-22,winter,2011,October,18,no,saturday,no,1,0.44,0.4394,0.54,0.0896,111,224,335,18 - 19
6965,2011-10-22,winter,2011,October,19,no,saturday,no,1,0.44,0.4394,0.67,0.0,47,173,220,19 - 20
6966,2011-10-22,winter,2011,October,20,no,saturday,no,1,0.42,0.4242,0.67,0.0,48,111,159,20 - 21
6967,2011-10-22,winter,2011,October,21,no,saturday,no,1,0.4,0.4091,0.76,0.0,37,120,157,21 - 22
6968,2011-10-22,winter,2011,October,22,no,saturday,no,1,0.4,0.4091,0.76,0.0,30,114,144,22 - 23
6969,2011-10-22,winter,2011,October,23,no,saturday,no,1,0.38,0.3939,0.82,0.0,27,81,108,23 - 24
6970,2011-10-23,winter,2011,October,0,no,sunday,no,1,0.36,0.3788,0.87,0.0,24,64,88,0 - 1
6971,2011-10-23,winter,2011,October,1,no,sunday,no,1,0.36,0.3788,0.87,0.0,11,60,71,1 - 2
6972,2011-10-23,winter,2011,October,2,no,sunday,no,1,0.34,0.3485,0.87,0.0896,10,40,50,2 - 3
6973,2011-10-23,winter,2011,October,3,no,sunday,no,1,0.34,0.3636,0.87,0.0,15,31,46,3 - 4
6974,2011-10-23,winter,2011,October,4,no,sunday,no,1,0.34,0.3636,0.87,0.0,5,1,6,4 - 5
6975,2011-10-23,winter,2011,October,5,no,sunday,no,1,0.32,0.3485,0.87,0.0,1,2,3,5 - 6
6976,2011-10-23,winter,2011,October,6,no,sunday,no,1,0.32,0.3333,0.87,0.1045,0,12,12,6 - 7
6977,2011-10-23,winter,2011,October,7,no,sunday,no,1,0.34,0.3485,0.87,0.0896,3,18,21,7 - 8
6978,2011-10-23,winter,2011,October,8,no,sunday,no,1,0.36,0.3485,0.87,0.1343,32,56,88,8 - 9
6979,2011-10-23,winter,2011,October,9,no,sunday,no,1,0.4,0.4091,0.76,0.0,48,95,143,9 - 10
6980,2011-10-23,winter,2011,October,10,no,sunday,no,1,0.42,0.4242,0.71,0.0896,104,185,289,10 - 11
6981,2011-10-23,winter,2011,October,11,no,sunday,no,1,0.46,0.4545,0.72,0.1642,131,202,333,11 - 12
6982,2011-10-23,winter,2011,October,12,no,sunday,no,1,0.5,0.4848,0.59,0.2537,164,249,413,12 - 13
6983,2011-10-23,winter,2011,October,13,no,sunday,no,1,0.52,0.5,0.55,0.194,160,255,415,13 - 14
6984,2011-10-23,winter,2011,October,14,no,sunday,no,1,0.52,0.5,0.55,0.2239,192,216,408,14 - 15
6985,2011-10-23,winter,2011,October,15,no,sunday,no,1,0.52,0.5,0.52,0.1642,171,216,387,15 - 16
6986,2011-10-23,winter,2011,October,16,no,sunday,no,1,0.52,0.5,0.55,0.194,188,217,405,16 - 17
6987,2011-10-23,winter,2011,October,17,no,sunday,no,1,0.5,0.4848,0.63,0.1343,120,220,340,17 - 18
6988,2011-10-23,winter,2011,October,18,no,sunday,no,1,0.5,0.4848,0.63,0.1045,88,196,284,18 - 19
6989,2011-10-23,winter,2011,October,19,no,sunday,no,1,0.46,0.4545,0.77,0.0,53,140,193,19 - 20
6990,2011-10-23,winter,2011,October,20,no,sunday,no,1,0.44,0.4394,0.72,0.0896,32,112,144,20 - 21
6991,2011-10-23,winter,2011,October,21,no,sunday,no,1,0.44,0.4394,0.72,0.0896,24,75,99,21 - 22
6992,2011-10-23,winter,2011,October,22,no,sunday,no,1,0.42,0.4242,0.77,0.1045,25,69,94,22 - 23
6993,2011-10-23,winter,2011,October,23,no,sunday,no,1,0.42,0.4242,0.77,0.1642,18,31,49,23 - 24
6994,2011-10-24,winter,2011,October,0,no,monday,yes,1,0.42,0.4242,0.77,0.0,6,26,32,0 - 1
6995,2011-10-24,winter,2011,October,1,no,monday,yes,1,0.4,0.4091,0.82,0.1343,7,8,15,1 - 2
6996,2011-10-24,winter,2011,October,2,no,monday,yes,1,0.4,0.4091,0.87,0.1045,1,6,7,2 - 3
6997,2011-10-24,winter,2011,October,3,no,monday,yes,1,0.4,0.4091,0.82,0.0896,1,3,4,3 - 4
6998,2011-10-24,winter,2011,October,4,no,monday,yes,1,0.4,0.4091,0.82,0.0,1,5,6,4 - 5
6999,2011-10-24,winter,2011,October,5,no,monday,yes,1,0.38,0.3939,0.87,0.0,2,19,21,5 - 6
7000,2011-10-24,winter,2011,October,6,no,monday,yes,1,0.4,0.4091,0.87,0.1045,3,83,86,6 - 7
7001,2011-10-24,winter,2011,October,7,no,monday,yes,2,0.38,0.3939,0.94,0.1045,11,274,285,7 - 8
7002,2011-10-24,winter,2011,October,8,no,monday,yes,2,0.42,0.4242,0.88,0.1642,20,378,398,8 - 9
7003,2011-10-24,winter,2011,October,9,no,monday,yes,2,0.44,0.4394,0.82,0.1642,29,166,195,9 - 10
7004,2011-10-24,winter,2011,October,10,no,monday,yes,2,0.46,0.4545,0.82,0.2537,47,82,129,10 - 11
7005,2011-10-24,winter,2011,October,11,no,monday,yes,2,0.5,0.4848,0.72,0.1642,59,109,168,11 - 12
7006,2011-10-24,winter,2011,October,12,no,monday,yes,2,0.52,0.5,0.68,0.1045,64,156,220,12 - 13
7007,2011-10-24,winter,2011,October,13,no,monday,yes,2,0.54,0.5152,0.64,0.2239,60,138,198,13 - 14
7008,2011-10-24,winter,2011,October,14,no,monday,yes,2,0.54,0.5152,0.64,0.194,63,143,206,14 - 15
7009,2011-10-24,winter,2011,October,15,no,monday,yes,1,0.56,0.5303,0.6,0.1642,52,125,177,15 - 16
7010,2011-10-24,winter,2011,October,16,no,monday,yes,1,0.54,0.5152,0.64,0.194,68,242,310,16 - 17
7011,2011-10-24,winter,2011,October,17,no,monday,yes,1,0.52,0.5,0.68,0.1343,87,527,614,17 - 18
7012,2011-10-24,winter,2011,October,18,no,monday,yes,1,0.54,0.5152,0.6,0.0896,58,428,486,18 - 19
7013,2011-10-24,winter,2011,October,19,no,monday,yes,3,0.48,0.4697,0.82,0.0,25,212,237,19 - 20
7014,2011-10-24,winter,2011,October,20,no,monday,yes,1,0.48,0.4697,0.82,0.1045,11,118,129,20 - 21
7015,2011-10-24,winter,2011,October,21,no,monday,yes,1,0.46,0.4545,0.87,0.1045,12,114,126,21 - 22
7016,2011-10-24,winter,2011,October,22,no,monday,yes,1,0.48,0.4697,0.75,0.1642,3,76,79,22 - 23
7017,2011-10-24,winter,2011,October,23,no,monday,yes,1,0.46,0.4545,0.77,0.0896,9,50,59,23 - 24
7018,2011-10-25,winter,2011,October,0,no,tuesday,yes,1,0.44,0.4394,0.77,0.1343,4,26,30,0 - 1
7019,2011-10-25,winter,2011,October,1,no,tuesday,yes,1,0.44,0.4394,0.77,0.1343,5,6,11,1 - 2
7020,2011-10-25,winter,2011,October,2,no,tuesday,yes,1,0.42,0.4242,0.82,0.1343,2,3,5,2 - 3
7021,2011-10-25,winter,2011,October,3,no,tuesday,yes,1,0.4,0.4091,0.87,0.0,1,3,4,3 - 4
7022,2011-10-25,winter,2011,October,4,no,tuesday,yes,1,0.38,0.3939,0.87,0.1343,0,5,5,4 - 5
7023,2011-10-25,winter,2011,October,5,no,tuesday,yes,1,0.38,0.3939,0.87,0.1343,0,24,24,5 - 6
7024,2011-10-25,winter,2011,October,6,no,tuesday,yes,1,0.38,0.3939,0.82,0.1045,3,95,98,6 - 7
7025,2011-10-25,winter,2011,October,7,no,tuesday,yes,1,0.4,0.4091,0.76,0.194,15,299,314,7 - 8
7026,2011-10-25,winter,2011,October,8,no,tuesday,yes,1,0.44,0.4394,0.72,0.0,25,383,408,8 - 9
7027,2011-10-25,winter,2011,October,9,no,tuesday,yes,1,0.48,0.4697,0.55,0.2239,29,194,223,9 - 10
7028,2011-10-25,winter,2011,October,10,no,tuesday,yes,1,0.5,0.4848,0.51,0.2537,26,102,128,10 - 11
7029,2011-10-25,winter,2011,October,11,no,tuesday,yes,1,0.52,0.5,0.48,0.2836,46,120,166,11 - 12
7030,2011-10-25,winter,2011,October,12,no,tuesday,yes,1,0.54,0.5152,0.39,0.3582,35,165,200,12 - 13
7031,2011-10-25,winter,2011,October,13,no,tuesday,yes,1,0.56,0.5303,0.37,0.3881,37,161,198,13 - 14
7032,2011-10-25,winter,2011,October,14,no,tuesday,yes,1,0.56,0.5303,0.4,0.2537,66,134,200,14 - 15
7033,2011-10-25,winter,2011,October,15,no,tuesday,yes,1,0.56,0.5303,0.37,0.1045,63,171,234,15 - 16
7034,2011-10-25,winter,2011,October,16,no,tuesday,yes,1,0.56,0.5303,0.37,0.194,52,233,285,16 - 17
7035,2011-10-25,winter,2011,October,17,no,tuesday,yes,1,0.56,0.5303,0.37,0.1045,68,517,585,17 - 18
7036,2011-10-25,winter,2011,October,18,no,tuesday,yes,1,0.52,0.5,0.42,0.1045,65,453,518,18 - 19
7037,2011-10-25,winter,2011,October,19,no,tuesday,yes,1,0.48,0.4697,0.67,0.194,44,294,338,19 - 20
7038,2011-10-25,winter,2011,October,20,no,tuesday,yes,1,0.46,0.4545,0.67,0.1045,40,208,248,20 - 21
7039,2011-10-25,winter,2011,October,21,no,tuesday,yes,1,0.44,0.4394,0.72,0.1343,32,169,201,21 - 22
7040,2011-10-25,winter,2011,October,22,no,tuesday,yes,1,0.46,0.4545,0.67,0.194,22,148,170,22 - 23
7041,2011-10-25,winter,2011,October,23,no,tuesday,yes,1,0.44,0.4394,0.72,0.1343,15,79,94,23 - 24
7042,2011-10-26,winter,2011,October,0,no,wednesday,yes,1,0.44,0.4394,0.72,0.194,4,28,32,0 - 1
7043,2011-10-26,winter,2011,October,1,no,wednesday,yes,1,0.44,0.4394,0.67,0.2537,3,9,12,1 - 2
7044,2011-10-26,winter,2011,October,2,no,wednesday,yes,1,0.44,0.4394,0.67,0.1642,2,1,3,2 - 3
7045,2011-10-26,winter,2011,October,3,no,wednesday,yes,1,0.44,0.4394,0.67,0.2239,0,3,3,3 - 4
7046,2011-10-26,winter,2011,October,4,no,wednesday,yes,1,0.42,0.4242,0.71,0.2537,0,5,5,4 - 5
7047,2011-10-26,winter,2011,October,5,no,wednesday,yes,1,0.42,0.4242,0.71,0.2239,0,21,21,5 - 6
7048,2011-10-26,winter,2011,October,6,no,wednesday,yes,1,0.42,0.4242,0.71,0.2239,0,92,92,6 - 7
7049,2011-10-26,winter,2011,October,7,no,wednesday,yes,1,0.42,0.4242,0.71,0.1642,15,284,299,7 - 8
7050,2011-10-26,winter,2011,October,8,no,wednesday,yes,2,0.44,0.4394,0.67,0.194,26,438,464,8 - 9
7051,2011-10-26,winter,2011,October,9,no,wednesday,yes,2,0.48,0.4697,0.63,0.2239,14,226,240,9 - 10
7052,2011-10-26,winter,2011,October,10,no,wednesday,yes,2,0.52,0.5,0.62,0.2537,26,105,131,10 - 11
7053,2011-10-26,winter,2011,October,11,no,wednesday,yes,1,0.52,0.5,0.59,0.3284,23,132,155,11 - 12
7054,2011-10-26,winter,2011,October,12,no,wednesday,yes,3,0.58,0.5455,0.53,0.2239,39,155,194,12 - 13
7055,2011-10-26,winter,2011,October,13,no,wednesday,yes,3,0.56,0.5303,0.6,0.1045,20,62,82,13 - 14
7056,2011-10-26,winter,2011,October,14,no,wednesday,yes,2,0.52,0.5,0.77,0.0,14,52,66,14 - 15
7057,2011-10-26,winter,2011,October,15,no,wednesday,yes,2,0.52,0.5,0.77,0.0,11,59,70,15 - 16
7058,2011-10-26,winter,2011,October,16,no,wednesday,yes,2,0.52,0.5,0.77,0.0896,17,196,213,16 - 17
7059,2011-10-26,winter,2011,October,17,no,wednesday,yes,2,0.52,0.5,0.77,0.1045,40,414,454,17 - 18
7060,2011-10-26,winter,2011,October,18,no,wednesday,yes,1,0.52,0.5,0.77,0.1642,55,398,453,18 - 19
7061,2011-10-26,winter,2011,October,19,no,wednesday,yes,1,0.5,0.4848,0.82,0.0,25,306,331,19 - 20
7062,2011-10-26,winter,2011,October,20,no,wednesday,yes,1,0.5,0.4848,0.88,0.0,27,180,207,20 - 21
7063,2011-10-26,winter,2011,October,21,no,wednesday,yes,2,0.52,0.5,0.77,0.0,17,140,157,21 - 22
7064,2011-10-26,winter,2011,October,22,no,wednesday,yes,2,0.48,0.4697,0.88,0.0896,23,112,135,22 - 23
7065,2011-10-26,winter,2011,October,23,no,wednesday,yes,2,0.48,0.4697,0.88,0.0896,3,72,75,23 - 24
7066,2011-10-27,winter,2011,October,0,no,thursday,yes,1,0.46,0.4545,0.94,0.0,3,23,26,0 - 1
7067,2011-10-27,winter,2011,October,1,no,thursday,yes,1,0.46,0.4545,0.94,0.0,2,9,11,1 - 2
7068,2011-10-27,winter,2011,October,2,no,thursday,yes,3,0.46,0.4545,0.94,0.0,3,5,8,2 - 3
7069,2011-10-27,winter,2011,October,3,no,thursday,yes,3,0.46,0.4545,0.94,0.0,1,3,4,3 - 4
7070,2011-10-27,winter,2011,October,4,no,thursday,yes,3,0.48,0.4697,0.88,0.0,1,3,4,4 - 5
7071,2011-10-27,winter,2011,October,5,no,thursday,yes,3,0.48,0.4697,0.88,0.0896,1,14,15,5 - 6
7072,2011-10-27,winter,2011,October,6,no,thursday,yes,3,0.5,0.4848,0.82,0.0,4,42,46,6 - 7
7073,2011-10-27,winter,2011,October,7,no,thursday,yes,2,0.46,0.4545,0.94,0.0896,9,128,137,7 - 8
7074,2011-10-27,winter,2011,October,8,no,thursday,yes,3,0.48,0.4697,0.88,0.194,12,304,316,8 - 9
7075,2011-10-27,winter,2011,October,9,no,thursday,yes,2,0.5,0.4848,0.82,0.1642,16,155,171,9 - 10
7076,2011-10-27,winter,2011,October,10,no,thursday,yes,3,0.5,0.4848,0.88,0.194,10,52,62,10 - 11
7077,2011-10-27,winter,2011,October,11,no,thursday,yes,3,0.5,0.4848,0.88,0.1343,8,44,52,11 - 12
7078,2011-10-27,winter,2011,October,12,no,thursday,yes,3,0.5,0.4848,0.88,0.1343,8,45,53,12 - 13
7079,2011-10-27,winter,2011,October,13,no,thursday,yes,2,0.5,0.4848,0.88,0.1642,10,64,74,13 - 14
7080,2011-10-27,winter,2011,October,14,no,thursday,yes,2,0.52,0.5,0.83,0.0,16,76,92,14 - 15
7081,2011-10-27,winter,2011,October,15,no,thursday,yes,2,0.52,0.5,0.83,0.1045,12,95,107,15 - 16
7082,2011-10-27,winter,2011,October,16,no,thursday,yes,2,0.56,0.5303,0.73,0.1642,14,193,207,16 - 17
7083,2011-10-27,winter,2011,October,17,no,thursday,yes,2,0.5,0.4848,0.72,0.4627,31,291,322,17 - 18
7084,2011-10-27,winter,2011,October,18,no,thursday,yes,2,0.48,0.4697,0.67,0.4627,14,226,240,18 - 19
7085,2011-10-27,winter,2011,October,19,no,thursday,yes,2,0.44,0.4394,0.67,0.4627,19,200,219,19 - 20
7086,2011-10-27,winter,2011,October,20,no,thursday,yes,1,0.42,0.4242,0.67,0.4925,11,171,182,20 - 21
7087,2011-10-27,winter,2011,October,21,no,thursday,yes,1,0.4,0.4091,0.62,0.5224,13,119,132,21 - 22
7088,2011-10-27,winter,2011,October,22,no,thursday,yes,1,0.36,0.3182,0.66,0.4925,14,97,111,22 - 23
7089,2011-10-27,winter,2011,October,23,no,thursday,yes,1,0.34,0.303,0.61,0.4179,8,60,68,23 - 24
7090,2011-10-28,winter,2011,October,0,no,friday,yes,1,0.34,0.3182,0.66,0.2537,4,40,44,0 - 1
7091,2011-10-28,winter,2011,October,1,no,friday,yes,1,0.32,0.303,0.66,0.2537,7,9,16,1 - 2
7092,2011-10-28,winter,2011,October,2,no,friday,yes,1,0.32,0.303,0.66,0.2836,1,3,4,2 - 3
7093,2011-10-28,winter,2011,October,3,no,friday,yes,1,0.3,0.2879,0.7,0.2836,4,4,8,3 - 4
7094,2011-10-28,winter,2011,October,4,no,friday,yes,1,0.3,0.2879,0.65,0.2836,5,5,10,4 - 5
7095,2011-10-28,winter,2011,October,5,no,friday,yes,2,0.3,0.2879,0.61,0.2537,0,25,25,5 - 6
7096,2011-10-28,winter,2011,October,6,no,friday,yes,1,0.28,0.2727,0.65,0.2537,1,74,75,6 - 7
7097,2011-10-28,winter,2011,October,7,no,friday,yes,1,0.28,0.2727,0.65,0.2537,6,199,205,7 - 8
7098,2011-10-28,winter,2011,October,8,no,friday,yes,1,0.3,0.2879,0.61,0.2836,13,361,374,8 - 9
7099,2011-10-28,winter,2011,October,9,no,friday,yes,1,0.32,0.303,0.57,0.2239,19,210,229,9 - 10
7100,2011-10-28,winter,2011,October,10,no,friday,yes,1,0.34,0.3182,0.57,0.2239,28,102,130,10 - 11
7101,2011-10-28,winter,2011,October,11,no,friday,yes,1,0.36,0.3485,0.5,0.2239,40,128,168,11 - 12
7102,2011-10-28,winter,2011,October,12,no,friday,yes,2,0.38,0.3939,0.4,0.1642,46,167,213,12 - 13
7103,2011-10-28,winter,2011,October,13,no,friday,yes,2,0.38,0.3939,0.42,0.2239,43,185,228,13 - 14
7104,2011-10-28,winter,2011,October,14,no,friday,yes,2,0.36,0.3485,0.46,0.194,33,152,185,14 - 15
7105,2011-10-28,winter,2011,October,15,no,friday,yes,2,0.36,0.3333,0.43,0.2537,44,171,215,15 - 16
7106,2011-10-28,winter,2011,October,16,no,friday,yes,2,0.36,0.3485,0.46,0.1642,46,262,308,16 - 17
7107,2011-10-28,winter,2011,October,17,no,friday,yes,2,0.36,0.3485,0.5,0.1343,35,411,446,17 - 18
7108,2011-10-28,winter,2011,October,18,no,friday,yes,2,0.36,0.3485,0.53,0.1642,36,332,368,18 - 19
7109,2011-10-28,winter,2011,October,19,no,friday,yes,2,0.36,0.3485,0.5,0.1343,16,188,204,19 - 20
7110,2011-10-28,winter,2011,October,20,no,friday,yes,3,0.34,0.3182,0.61,0.2239,12,131,143,20 - 21
7111,2011-10-28,winter,2011,October,21,no,friday,yes,3,0.32,0.3182,0.7,0.1642,5,69,74,21 - 22
7112,2011-10-28,winter,2011,October,22,no,friday,yes,3,0.3,0.2879,0.75,0.2836,4,32,36,22 - 23
7113,2011-10-28,winter,2011,October,23,no,friday,yes,3,0.3,0.2727,0.81,0.3284,8,31,39,23 - 24
7114,2011-10-29,winter,2011,October,0,no,saturday,no,3,0.28,0.2576,0.87,0.2985,0,19,19,0 - 1
7115,2011-10-29,winter,2011,October,1,no,saturday,no,3,0.3,0.2727,0.87,0.2985,0,18,18,1 - 2
7116,2011-10-29,winter,2011,October,2,no,saturday,no,3,0.3,0.2727,0.87,0.2985,1,16,17,2 - 3
7117,2011-10-29,winter,2011,October,3,no,saturday,no,3,0.3,0.2727,0.81,0.4179,0,8,8,3 - 4
7118,2011-10-29,winter,2011,October,4,no,saturday,no,3,0.3,0.2727,0.81,0.4179,0,1,1,4 - 5
7119,2011-10-29,winter,2011,October,5,no,saturday,no,3,0.26,0.2273,0.93,0.3582,0,1,1,5 - 6
7120,2011-10-29,winter,2011,October,6,no,saturday,no,3,0.26,0.2273,0.87,0.3582,4,1,5,6 - 7
7121,2011-10-29,winter,2011,October,7,no,saturday,no,3,0.26,0.2273,0.87,0.3582,1,6,7,7 - 8
7122,2011-10-29,winter,2011,October,8,no,saturday,no,3,0.28,0.2576,0.87,0.3582,4,16,20,8 - 9
7123,2011-10-29,winter,2011,October,9,no,saturday,no,3,0.28,0.2576,0.87,0.3582,1,19,20,9 - 10
7124,2011-10-29,winter,2011,October,10,no,saturday,no,3,0.26,0.2273,0.93,0.3284,0,12,12,10 - 11
7125,2011-10-29,winter,2011,October,11,no,saturday,no,3,0.26,0.2273,0.93,0.3881,1,26,27,11 - 12
7126,2011-10-29,winter,2011,October,12,no,saturday,no,3,0.24,0.197,0.87,0.4925,6,44,50,12 - 13
7127,2011-10-29,winter,2011,October,13,no,saturday,no,3,0.24,0.197,0.87,0.5224,0,30,30,13 - 14
7128,2011-10-29,winter,2011,October,14,no,saturday,no,3,0.24,0.197,0.87,0.4478,0,29,29,14 - 15
7129,2011-10-29,winter,2011,October,15,no,saturday,no,3,0.22,0.2121,0.93,0.2537,3,38,41,15 - 16
7130,2011-10-29,winter,2011,October,16,no,saturday,no,3,0.22,0.197,0.93,0.3284,3,19,22,16 - 17
7131,2011-10-29,winter,2011,October,17,no,saturday,no,3,0.22,0.197,0.93,0.3284,3,28,31,17 - 18
7132,2011-10-29,winter,2011,October,18,no,saturday,no,3,0.22,0.197,0.93,0.3284,6,37,43,18 - 19
7133,2011-10-29,winter,2011,October,19,no,saturday,no,1,0.24,0.2121,0.87,0.3582,3,36,39,19 - 20
7134,2011-10-29,winter,2011,October,20,no,saturday,no,1,0.24,0.2121,0.87,0.3582,7,40,47,20 - 21
7135,2011-10-29,winter,2011,October,21,no,saturday,no,1,0.24,0.2121,0.87,0.3582,1,49,50,21 - 22
7136,2011-10-29,winter,2011,October,22,no,saturday,no,1,0.22,0.2121,0.87,0.2239,10,44,54,22 - 23
7137,2011-10-29,winter,2011,October,23,no,saturday,no,1,0.22,0.2273,0.87,0.194,3,33,36,23 - 24
7138,2011-10-30,winter,2011,October,0,no,sunday,no,1,0.22,0.2121,0.87,0.2239,7,47,54,0 - 1
7139,2011-10-30,winter,2011,October,1,no,sunday,no,1,0.22,0.2121,0.87,0.2537,9,34,43,1 - 2
7140,2011-10-30,winter,2011,October,2,no,sunday,no,1,0.22,0.2121,0.87,0.2836,7,43,50,2 - 3
7141,2011-10-30,winter,2011,October,3,no,sunday,no,1,0.24,0.2121,0.75,0.3582,7,26,33,3 - 4
7142,2011-10-30,winter,2011,October,4,no,sunday,no,1,0.22,0.197,0.8,0.3284,1,10,11,4 - 5
7143,2011-10-30,winter,2011,October,5,no,sunday,no,1,0.24,0.2121,0.75,0.2985,0,4,4,5 - 6
7144,2011-10-30,winter,2011,October,6,no,sunday,no,1,0.24,0.2273,0.75,0.2537,2,8,10,6 - 7
7145,2011-10-30,winter,2011,October,7,no,sunday,no,1,0.24,0.2879,0.75,0.0,7,15,22,7 - 8
7146,2011-10-30,winter,2011,October,8,no,sunday,no,1,0.26,0.2576,0.7,0.2239,20,60,80,8 - 9
7147,2011-10-30,winter,2011,October,9,no,sunday,no,1,0.3,0.2879,0.65,0.2537,55,92,147,9 - 10
7148,2011-10-30,winter,2011,October,10,no,sunday,no,1,0.32,0.3333,0.61,0.0896,53,125,178,10 - 11
7149,2011-10-30,winter,2011,October,11,no,sunday,no,1,0.36,0.3485,0.53,0.2239,58,182,240,11 - 12
7150,2011-10-30,winter,2011,October,12,no,sunday,no,1,0.38,0.3939,0.5,0.194,85,229,314,12 - 13
7151,2011-10-30,winter,2011,October,13,no,sunday,no,1,0.4,0.4091,0.43,0.2239,113,232,345,13 - 14
7152,2011-10-30,winter,2011,October,14,no,sunday,no,1,0.42,0.4242,0.38,0.194,91,209,300,14 - 15
7153,2011-10-30,winter,2011,October,15,no,sunday,no,1,0.42,0.4242,0.35,0.1642,88,202,290,15 - 16
7154,2011-10-30,winter,2011,October,16,no,sunday,no,1,0.42,0.4242,0.32,0.1343,107,213,320,16 - 17
7155,2011-10-30,winter,2011,October,17,no,sunday,no,1,0.4,0.4091,0.35,0.1045,54,191,245,17 - 18
7156,2011-10-30,winter,2011,October,18,no,sunday,no,1,0.36,0.3485,0.4,0.1343,51,162,213,18 - 19
7157,2011-10-30,winter,2011,October,19,no,sunday,no,1,0.56,0.5303,0.49,0.2985,28,125,153,19 - 20
7158,2011-10-30,winter,2011,October,20,no,sunday,no,1,0.34,0.3636,0.57,0.0,18,74,92,20 - 21
7159,2011-10-30,winter,2011,October,21,no,sunday,no,1,0.32,0.3485,0.66,0.0,4,75,79,21 - 22
7160,2011-10-30,winter,2011,October,22,no,sunday,no,1,0.3,0.3333,0.75,0.0,13,58,71,22 - 23
7161,2011-10-30,winter,2011,October,23,no,sunday,no,1,0.26,0.303,0.87,0.0,7,30,37,23 - 24
7162,2011-10-31,winter,2011,October,0,no,monday,yes,1,0.26,0.303,0.87,0.0,3,20,23,0 - 1
7163,2011-10-31,winter,2011,October,1,no,monday,yes,1,0.26,0.303,0.81,0.0,5,8,13,1 - 2
7164,2011-10-31,winter,2011,October,2,no,monday,yes,1,0.24,0.2879,0.87,0.0,0,3,3,2 - 3
7165,2011-10-31,winter,2011,October,3,no,monday,yes,1,0.24,0.2576,0.87,0.1045,0,3,3,3 - 4
7166,2011-10-31,winter,2011,October,4,no,monday,yes,1,0.24,0.2879,0.87,0.0,1,5,6,4 - 5
7167,2011-10-31,winter,2011,October,5,no,monday,yes,1,0.22,0.2727,0.93,0.0,0,18,18,5 - 6
7168,2011-10-31,winter,2011,October,6,no,monday,yes,1,0.24,0.2879,0.87,0.0,4,82,86,6 - 7
7169,2011-10-31,winter,2011,October,7,no,monday,yes,1,0.24,0.2879,0.93,0.0,11,216,227,7 - 8
7170,2011-10-31,winter,2011,October,8,no,monday,yes,2,0.28,0.3182,0.87,0.0,17,355,372,8 - 9
7171,2011-10-31,winter,2011,October,9,no,monday,yes,2,0.32,0.3182,0.76,0.1642,14,197,211,9 - 10
7172,2011-10-31,winter,2011,October,10,no,monday,yes,2,0.36,0.3485,0.57,0.1642,18,87,105,10 - 11
7173,2011-10-31,winter,2011,October,11,no,monday,yes,1,0.4,0.4091,0.5,0.1343,31,97,128,11 - 12
7174,2011-10-31,winter,2011,October,12,no,monday,yes,1,0.42,0.4242,0.44,0.2239,30,140,170,12 - 13
7175,2011-10-31,winter,2011,October,13,no,monday,yes,2,0.44,0.4394,0.44,0.2239,24,128,152,13 - 14
7176,2011-10-31,winter,2011,October,14,no,monday,yes,2,0.44,0.4394,0.47,0.2239,22,119,141,14 - 15
